City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mahajanga,-15.7167,46.3167,24.01,69,20,2.57,MG,1670384670
364,lorengau,-2.0226,147.2712,27.32,82,97,3.04,PG,1670384670
365,panzhihua,26.5851,101.7128,17.42,44,0,0.24,CN,1670384670
366,yongan,39.6957,113.6871,-0.4,20,17,1.69,CN,1670384671
367,maumere,-8.6199,122.2111,29.63,61,100,0.15,ID,1670384671
368,rakitnoye,50.8389,35.8515,-7.43,68,0,6.52,RU,1670384672
369,olafsvik,64.8945,-23.7142,3.77,76,94,2.51,IS,1670384672
370,la crosse,43.8014,-91.2396,0.07,86,0,0.0,US,1670384393
371,jinan,36.6683,116.9972,9.35,37,6,1.98,CN,1670384673
372,tommot,58.9564,126.2925,-18.74,93,98,2.71,RU,1670384673
373,abu samrah,35.3029,37.1841,10.28,75,6,0.89,SY,1670384673
374,kyaikkami,16.08,97.5675,27.89,68,66,3.45,MM,1670384674
375,francisco sa,-16.4758,-43.4883,22.08,93,81,1.79,BR,1670384674
376,jucuaran,13.2539,-88.2478,17.92,80,2,1.14,SV,1670384675
377,ahipara,-35.1667,173.1667,17.51,82,100,8.46,NZ,1670384675
378,arkhangelskoye,55.8549,35.3287,-8.75,69,85,4.7,RU,1670384675
379,luanda,-8.8368,13.2343,25.0,88,75,0.0,AO,1670384676
380,deniliquin,-35.5333,144.9667,27.5,24,87,5.92,AU,1670384676
381,putina,-15.4667,-69.4333,6.43,79,79,3.5,PE,1670384676
382,buchanan,5.8808,-10.0467,25.18,87,36,1.09,LR,1670384677
383,ilebo,-4.3167,20.5833,20.14,99,99,0.3,CD,1670384677
384,maarianhamina,60.0973,19.9348,-7.08,93,0,0.51,AX,1670384678
385,aknada,42.4016,46.1723,-8.23,86,27,2.1,RU,1670384678
386,rocky mountain house,52.3668,-114.9188,-19.94,77,100,3.6,CA,1670384678
387,trelew,-43.249,-65.3051,16.83,44,71,4.85,AR,1670384649
388,cururupu,-1.8283,-44.8683,23.7,88,16,1.56,BR,1670384679
389,gazojak,41.1875,61.4036,-5.34,39,0,2.32,TM,1670384679
390,jaca,42.569,-0.5499,3.88,85,85,1.59,ES,1670384680
391,tomatlan,19.9333,-105.25,21.63,95,0,1.19,MX,1670384680
392,torbay,47.6666,-52.7314,2.09,97,100,5.14,CA,1670384633
393,kudahuvadhoo,2.6708,72.8944,26.41,80,75,5.36,MV,1670384681
394,andijon,40.7821,72.3442,0.88,75,100,2.06,UZ,1670384681
395,gariaband,20.635,82.0614,21.53,34,25,1.93,IN,1670384681
396,alice springs,-23.7,133.8833,38.75,12,13,3.09,AU,1670384682
397,guiuan,11.0333,125.7247,27.88,72,71,6.41,PH,1670384682
398,huambo,-12.7761,15.7392,13.63,95,99,2.06,AO,1670384683
399,gubkinskiy,64.434,76.5026,-18.38,93,50,5.25,RU,1670384684
400,saint austell,50.3383,-4.7658,3.94,80,17,2.57,GB,1670384685
401,pokhara,28.2333,83.9833,18.69,38,0,1.92,NP,1670383944
402,kodinsk,58.6881,99.1844,-12.52,93,100,5.72,RU,1670384686
403,havre,49.5833,0.3333,4.87,100,75,1.03,FR,1670384686
404,camaqua,-30.8511,-51.8122,17.81,98,7,0.99,BR,1670384686
405,kamaishi,39.2667,141.8833,5.9,75,64,2.34,JP,1670384687
406,dzialdowo,53.2396,20.17,0.14,99,100,3.56,PL,1670384687
407,leningradskaya,46.3214,39.3877,-7.27,70,49,7.56,RU,1670384687
408,fox lake,42.3967,-88.1837,4.23,91,99,0.89,US,1670384688
409,mbandaka,0.0487,18.2603,21.07,95,72,1.81,CD,1670384688
410,malacacheta,-17.8422,-42.0767,17.49,97,100,0.67,BR,1670384688
411,kilindoni,-7.9139,39.6668,27.07,75,26,4.21,TZ,1670384689
412,te karaka,-38.4654,177.8679,14.11,77,100,2.67,NZ,1670384689
413,santa cruz de tenerife,28.4682,-16.2546,20.25,84,0,0.89,ES,1670384109
414,chivay,-15.6383,-71.6011,7.99,72,100,1.15,PE,1670384690
415,viedma,-40.8135,-62.9967,17.32,53,53,8.88,AR,1670384427
416,rudbar,30.15,62.6,11.4,38,6,0.87,AF,1670384690
417,honiara,-9.4333,159.95,28.51,79,89,1.26,SB,1670384690
418,taitung,22.7583,121.1444,26.15,65,20,3.09,TW,1670384691
419,kermanshah,34.3142,47.065,0.5,75,40,0.0,IR,1670384691
420,vao,-22.6667,167.4833,24.37,87,99,2.99,NC,1670384691
421,deep river,46.1001,-77.4995,2.75,99,100,1.75,CA,1670384692
422,nachingwea,-10.3833,38.7667,23.65,77,53,1.82,TZ,1670384692
423,isakly,54.1333,51.5333,-18.75,96,16,1.44,RU,1670384693
424,trairi,-3.2778,-39.2689,25.52,76,9,4.63,BR,1670384436
425,santana do livramento,-30.8908,-55.5328,19.44,70,0,2.84,BR,1670384693
426,thinadhoo,0.5333,72.9333,27.95,72,48,6.46,MV,1670384428
427,guadalajara,20.6667,-103.3333,19.99,70,0,2.06,MX,1670384462
428,the pas,53.8251,-101.2541,-29.99,76,0,5.14,CA,1670384694
429,maltahohe,-24.8333,16.9833,15.48,28,0,2.85,NA,1670384694
430,nouadhibou,20.931,-17.0347,18.99,88,56,4.12,MR,1670384695
431,mount gambier,-37.8333,140.7667,15.89,58,80,6.98,AU,1670384695
432,san cristobal,7.7669,-72.225,19.1,94,31,1.25,VE,1670384696
433,nioro,13.35,-15.75,23.88,50,6,2.75,GM,1670384696
434,vila franca do campo,37.7167,-25.4333,14.23,86,61,8.25,PT,1670384696
435,barvinkove,48.9097,37.0205,-6.69,65,43,6.41,UA,1670384697
436,tocopilla,-22.092,-70.1979,19.04,75,96,0.73,CL,1670384697
437,srednekolymsk,67.45,153.6833,-30.67,96,100,7.21,RU,1670384697
438,chumikan,54.7183,135.315,-17.5,78,70,7.5,RU,1670384698
439,dinajpur,25.6272,88.6386,21.89,43,11,3.17,BD,1670384698
440,general higinio morinigo,-25.95,-55.9167,22.23,79,9,1.75,PY,1670384699
441,wangkui,46.8333,126.5,-8.43,71,7,4.4,CN,1670384699
442,kirkenaer,60.4564,12.0582,-10.34,96,87,1.46,NO,1670384699
443,baft,29.234,56.6057,7.13,74,80,2.13,IR,1670384700
444,marrakesh,31.6315,-8.0083,13.04,76,40,0.51,MA,1670384700
445,minab,27.1467,57.0801,23.19,52,1,0.92,IR,1670384701
446,povenets,62.8487,34.8262,-5.16,94,100,4.55,RU,1670384701
447,saint-jean-de-maurienne,45.1667,6.5833,-8.83,67,1,0.7,FR,1670384701
448,flinders,-34.5833,150.8552,28.92,37,89,4.92,AU,1670384665
449,churapcha,62.0025,132.4325,-36.84,100,87,1.35,RU,1670384702
450,mujiayingzi,42.1167,118.7833,-2.27,19,7,5.63,CN,1670384703
451,hamirpur,25.95,80.15,18.52,35,0,3.25,IN,1670384703
452,kavaratti,10.5669,72.642,27.44,71,100,2.42,IN,1670384704
453,kurilsk,45.2333,147.8833,2.2,67,100,6.56,RU,1670384704
454,shache,38.4167,77.2406,-1.89,32,9,0.3,CN,1670384705
455,constitucion,-35.3333,-72.4167,14.64,65,0,3.91,CL,1670384542
456,isangel,-19.55,169.2667,29.06,70,100,2.9,VU,1670384640
457,duluth,46.7833,-92.1066,-8.29,84,100,4.12,US,1670384429
458,neiafu,-18.65,-173.9833,30.38,74,40,3.6,TO,1670384696
459,vagay,57.9375,69.0217,-20.43,98,38,1.91,RU,1670384706
460,san carlos,9.6612,-68.5827,18.66,77,43,2.22,VE,1670384707
461,saint-francois,46.4154,3.9054,1.69,93,100,3.09,FR,1670384707
462,lufilufi,-13.8745,-171.5986,29.88,75,99,5.72,WS,1670384708
463,plettenberg bay,-34.0527,23.3716,16.28,82,2,2.37,ZA,1670384709
464,katherine,-14.4667,132.2667,35.18,38,76,2.06,AU,1670384647
465,sakaraha,-22.9,44.5333,25.06,66,5,1.19,MG,1670384429
466,arona,28.0996,-16.681,17.99,81,75,4.63,ES,1670384710
467,half moon bay,37.4636,-122.4286,11.28,89,0,0.0,US,1670384710
468,dom pedrito,-30.9828,-54.6731,19.01,82,0,2.64,BR,1670384710
469,campbellton,48.0075,-66.6727,1.25,95,100,2.52,CA,1670384711
470,saint anthony,45.0205,-93.218,-4.32,81,100,2.06,US,1670384712
471,dir,35.2058,71.8756,9.4,31,70,3.2,PK,1670384713
472,leningradskiy,69.3833,178.4167,-20.98,96,5,2.12,RU,1670384713
473,road town,18.4167,-64.6167,26.05,66,7,8.07,VG,1670384416
474,lilongwe,-13.9669,33.7873,20.54,74,84,0.21,MW,1670384496
475,necochea,-38.5473,-58.7368,15.88,79,11,5.25,AR,1670384714
476,yucca valley,34.1142,-116.4322,9.43,58,35,1.34,US,1670384715
477,cap malheureux,-19.9842,57.6142,26.93,70,4,5.81,MU,1670384715
478,bemidji,47.4736,-94.8803,-11.72,84,0,4.12,US,1670384716
479,zyryanka,65.75,150.85,-35.16,87,100,3.51,RU,1670384716
480,valentin gomez farias,28.2167,-106.5833,13.97,74,100,1.61,MX,1670384717
481,ronne,55.1009,14.7066,1.95,87,100,2.57,DK,1670384717
482,carson city,39.1638,-119.7674,1.46,74,0,2.57,US,1670384685
483,mana,5.6592,-53.7767,24.31,93,91,3.57,GF,1670384718
484,murdochville,48.9583,-65.5006,-0.51,87,100,2.88,CA,1670384719
485,puerto madryn,-42.7692,-65.0385,16.24,61,4,6.81,AR,1670384719
486,dryden,49.7833,-92.7503,-20.84,84,20,2.06,CA,1670384720
487,noumea,-22.2763,166.4572,28.33,99,96,3.24,NC,1670384588
488,qaqortoq,60.7167,-46.0333,1.41,98,100,1.76,GL,1670384657
489,rorvik,64.8621,11.2373,0.06,93,75,1.03,NO,1670384720
490,boyolangu,-8.1181,111.8935,28.61,70,96,1.96,ID,1670384721
491,barcelona,41.3888,2.159,11.97,86,20,3.6,ES,1670384138
492,hambantota,6.1241,81.1185,26.19,100,20,3.6,LK,1670384452
493,nyuksenitsa,60.4128,44.2397,-5.48,68,100,4.94,RU,1670384721
494,komsomolskiy,40.4272,71.7189,0.4,74,75,2.06,UZ,1670384722
495,sundsvall,62.3913,17.3063,-6.13,69,3,1.03,SE,1670384722
496,igarka,67.4667,86.5833,-15.26,93,92,5.36,RU,1670384554
497,taybad,34.74,60.7756,0.23,93,100,2.46,IR,1670384723
498,alyangula,-13.8483,136.4192,31.22,54,85,5.2,AU,1670384723
499,bandarbeyla,9.4942,50.8122,25.19,70,98,5.66,SO,1670384724
500,santa vitoria do palmar,-33.5189,-53.3681,17.26,95,0,2.48,BR,1670384724
501,rio grande,-32.035,-52.0986,19.25,90,0,2.74,BR,1670384724
502,san quintin,30.4833,-115.95,13.89,74,0,4.22,MX,1670384725
503,kedrovyy,56.1667,91.8167,-13.77,92,100,5.23,RU,1670384726
504,porbandar,21.6422,69.6093,18.99,52,2,0.0,IN,1670384695
505,marienburg,54.0359,19.0266,4.91,98,100,3.5,PL,1670384726
506,quelimane,-17.8786,36.8883,25.97,94,75,3.6,MZ,1670384727
507,kozan,37.4552,35.8157,12.87,63,70,1.61,TR,1670384727
508,chernyshevskiy,63.0128,112.4714,-11.17,89,100,6.18,RU,1670384728
509,yerbogachen,61.2767,108.0108,-11.31,91,100,6.84,RU,1670384728
510,lompoc,34.6391,-120.4579,10.43,92,0,0.0,US,1670384729
511,yol,32.1667,76.2,17.53,22,32,0.89,IN,1670384729
512,olinda,-8.0089,-34.8553,25.85,78,40,2.06,BR,1670384730
513,naryan-mar,67.6713,53.087,-9.09,93,100,5.95,RU,1670384730
514,nhulunbuy,-12.2333,136.7667,32.34,55,40,4.12,AU,1670384731
515,ampanihy,-24.7,44.75,26.82,63,98,2.35,MG,1670384731
516,ossora,59.2353,163.0719,-11.04,85,100,2.93,RU,1670384732
517,heihe,50.2441,127.4902,-18.68,89,84,1.15,CN,1670384732
518,klaksvik,62.2266,-6.589,2.51,74,100,11.28,FO,1670384733
519,san luis,-33.295,-66.3356,23.18,51,1,5.73,AR,1670384733
520,garowe,8.4054,48.4845,20.83,75,66,4.44,SO,1670384734
521,orsha,54.5153,30.4053,-9.65,84,100,6.92,BY,1670384735
522,davila,18.4726,120.5763,27.99,80,62,9.72,PH,1670384735
523,ciudad bolivar,8.1222,-63.5497,24.41,78,100,3.74,VE,1670384736
524,dongsheng,39.8161,109.9776,-2.57,27,29,2.57,CN,1670384736
525,miri,4.4148,114.0089,31.2,74,40,2.57,MY,1670384737
526,bograd,54.2344,90.8328,-20.04,90,27,1.15,RU,1670384737
527,margate,51.3813,1.3862,4.83,91,10,2.24,GB,1670384532
528,conakry,9.538,-13.6773,26.89,74,34,2.06,GN,1670384719
529,trincomalee,8.5711,81.2335,26.3,78,100,6.38,LK,1670384738
530,kamenka,51.3223,42.7678,-10.61,70,4,4.32,RU,1670384738
531,little current,45.9793,-81.9248,0.7,95,100,2.91,CA,1670384739
532,andra,62.5147,65.8878,-20.17,99,85,1.83,RU,1670384739
533,barcelos,41.5388,-8.6151,13.29,88,93,1.9,PT,1670384740
534,borovoy,55.4333,86.0833,-18.4,78,40,2.0,RU,1670384740
535,ogembo,-0.7984,34.7253,13.95,86,100,1.78,KE,1670384740
536,tangjiazhuang,39.7333,118.45,3.81,15,9,2.12,CN,1670384741
537,saint-augustin,51.226,-58.6502,-6.06,92,66,2.1,CA,1670384741
538,paredon,16.0333,-93.8667,25.09,63,15,1.98,MX,1670384742
539,mugur-aksy,50.35,90.5,-18.45,73,94,1.21,RU,1670384742
540,port-cartier,50.0334,-66.8654,2.12,96,100,3.07,CA,1670384742
541,boguchany,58.3814,97.4531,-12.53,93,100,5.53,RU,1670384743
542,cockburn town,21.4612,-71.1419,26.01,58,36,8.63,TC,1670384531
543,careiro da varzea,-3.2003,-59.8119,26.34,73,69,1.27,BR,1670384743
544,chamba,32.5667,76.1333,17.95,17,46,1.9,IN,1670384744
545,cruzeiro do sul,-29.5128,-51.9853,18.93,98,0,0.66,BR,1670384744
546,morondava,-20.2833,44.2833,27.03,67,5,2.19,MG,1670384725
547,shirokiy,49.758,129.523,-14.73,91,100,2.4,RU,1670384744
